text,emoji,discovered
Tumbleboat,🛶,False
Hula-Hook,🎣,False
Flash Green,💚,False
Stumbling,💃,False
Alien Parking,🚀🅿️,False
Snap Table,💥🎲,False
Laughing Skull,💀😂,False
Currency,💵,False
Baconator Titan,🐷,False
Lava Flip Flop,🌋👣,False
Giant Earthworm,🐛,False
Flying Fish Bone,🐟✈️🦴,True
Black Sand Trap,⛱️,False
Thunder Choo Choo,⚡️🚂,False
Cobra Rat,🐍🐀,False
Wind Golem,🌪️,False
Apple Crab,🍎,False
Ice Shiva,❄️,False
Ruby Sword,🔴⚔️,False
Smoldering,🔥,False
Dry Yoda,🧙‍♂️,False
Blessed Boots,🙏👢,False
Mountain Tractor Zinfandel,🍷,True
Soapbox,📦,False
Flying Pork,🐷,False
Chili Swampzilla,🌶️🐊👹,False
James Steam,🚂,False
Muddy Fun,🍃🌧️🏕,False
Dogbush,🌳,False
Soda Death,💀,False
Rubber Ducky in Space,🦆🚀,False
Super Ecosystem,🌍🌱🌳,False
Great Wall Of Cbdust,🏯,True
Cronboat,⛵️,False
Warm Water,🌊,False
Wentworth Miller,🧔🏻,False
Steampunk Pigpen,🐷,False
Water Trap,💧,False
Tacotruck,🌮,False
Space Marshwind,🚀,False
Wereprawn,🦐,False
Were-war,🐺,False
Beer Car,🍺🚗,False
Yakiniku Town,🍖🏙️,False
Tractorshark,🐋,False
Dragonfish Balsamic Vinegar,🐉,True
Big Trouble In Little Olympus,🏮,False
Gingerbread Wereplant,🍪🌱,False
Super Kite,🪁,False
Maidon,🥛,False
Venus Pudding Trap,🍮🪤,False
Crash Voltron,💥,False
Mud Phoenix,🐤,False
Barbecar Patty,🍔,True
Ninjad,👻,False
Terracotta Warrior,🏺,False
Steam Cider,🍎,False
Beta Blocker,💊,False
Flying Eraser,🧻,False
Were-shroom,🍄,False
Llaman,🦙,False
Space Dart,🚀,False
FM,📻,False
Sake Bar,🍶,False
Snow Beer,🍺,False
Mecha Flytrap,🤖,False
Wet Wiper,💦,False
Spongebrick,🧽,False
Venus Flyturtle,🐢,False
Ant Salad,🐜,False
Liberty Fruit,🗽🍎,False
Chattanooga,🌄,False
Ice Cream Cannon,🍦,False
Steamcorn,🌽,False
Broken Demon,💔👹,False
Antlion Car,🚗,False
Solar Powered Train,🚆,False
Time Bike,⏱️🚲,False
Easter Witch,🧙‍♀️,False
Peanutlantis,🥜🏝️,False
Steampunk Pirate Rover,🤖🏴‍☠,False
Catfish Tsunami,🐱🌊,False
Crane Pants,🏗️👖,True
Super Space Plane,🚀,False
Flying Sodom,🛫,False
King Arthur’s Pressure,👑,False
Thorin Oakenshield,🐻,False
Werefrost,🌨️,False
Fire Child,🧒,False
Space Furnace,🚀🔥,False
Europoop,💩,False
Tesla Voltron,🔋,False
Piggy Voltage,🐷⚡️,False
Mr. Creosote,🤢💩,False
Spaghetti-ceratops,🍝🦖,False
Snowbell,🔔,False
Flat Mess,🏚️,False
Muddy Hawk,🦅🌧️🌿,False
Soup Sop,🍲,True
Brontosauruspants,🦕,False
Steampunk Thief,🕵️,False
Dragon Horse,🐉,False
Jabba Juice,🍹,False
Space Crocodile Submarine,🐊🚀🌌,False
Tramelon,🍉,False
Stone Station,🏚️,False
Pineapple Pond,🍍,False
F-15,✈️,False
Flat Luke,🤪,False
Hydroelectric Emperor,⚡️👑,False
Shaktiman,🦸‍♂️,False
Sneezy Chan,🤧,False
Red Curtains,🔴,False
Flying Death Star,🌌,False
Oom-Pah-Pah,🎺,False
Tornado Of Modena,🌪️,False
Spicy Turtle Soup,🐢🍲🔥,False
Sandy Photo,🏖️,False
Jetskiing,🚤,False
Drunken Dewback,🍺,False
Foggy Fish,🐟,False
Sydney Fish,🐟,False
Swarken,🦄,False
Big Sur,🌊,False
Palm Imac,🌴💻,True
Chocolate Cocoon,🍫🐛,False
Cult Leader,👑,False
Piranha Dew,🐟,False
Octavian,🐙,False
Cyberplant,🌱,False
Motosperm,🏍️🧔,True
Rocket House,🚀🏠,False
Potatocannon,🥔🔫,False
Rainbow Jetski,🌈🛥️,False
Tigeronado,🐅🌪️,False
Plum Wine,🍷,False
Vape Cutter,💨,False
Sunwall,🌞🧱,False
Dragonphoenix,🐉,False
Rocket Scientist,🚀,False
925,💍,False
Grand Pope,👑,False
Swampboarder,🐊,False
Rhythm,🎶,False
Radio Flytrap,🪰,False
Flat Plantea Society,🌍,False
Little Shop Of Tsunamis,🌊,False
Muddy Chicken,🐔,False
Dragon Reef,🐉🌊,False
Sword Cane,🗡️,False
Seaweed Wine,🍷🌊🌿,False
Flying Vagina,💦,False
Pulp Hades,🍊🔥👿,False
Steam Pickle,🥒,False
Pickle Couch,🥒🛋️,False
Dragonzilla Truck,🐲🚚,False
Ash Matcha,🍵,False
Flying Steam Tank,🚂✈️,False
Coral Pulsar,🌊,True
Epona,🐴,False
Salmon Chaos,🐟🌀,False
Sunken Titanic,🚢,False
Gopi,👳,False
Smoking Alligator,🐊🚬,False
Dirt Tea Party,🍵,False
Drunken Cult,🍺👥🕺,False
Ice Blast,❄️,False
Surfing Rat,🐀,False
Flying Spaghetti Dolphin,🍝🐬,False
Custard Pie,🥧,False
Snake on a Train,🐍,False
Wet Parrot,🦜💦,False
Apple Tank,💧,False
Jacket Potato,🥔,False
Hail Colada,🍹,False
Dandelion Roll Duck,🍣🦆,True
Dewbong,🤔,False
Astro-tini,🍸,False
Cheese Pirate,🧀,False
Swampba,🐊,False
Egg Zeppelin,🥚,False
Clogtitanic,🚢,False
Mr. Tea Bag Head,🍵,False
Space Pearl Diver,🪙,False
The Colossus Of Dust,🗿,False
Vette,🚗,False
Steampunk Chameleon,🦎,False
Snow Venom,❄️,False
Luggage,🧳,False
Carpentry,🪚,False
Duck Popsicle,🦆🍦,False
Rust Trap,🦟,False
Were-cat,🐈,False
Steam Octopus,🐙,False
Hot Snow Phoenix,❄️🔥🦅,False
Moth Falcon,🦋🦅,False
Potato Kali,🥔,False
Bunny Slayer,🐰,False
Tiger Pie,🐅,False
Hot and Sour Soup,🍲,False
Palm Dog,🌴🐶,False
Pestle,🔪,False
Steam Cow,🐮,False
Crabom,🦀,False
Great Wall Of The Universe,🌌,False
Voodoo Car,🚗🔮,False
Clean Thing Thing,🧹,False
Skatitan,🎲,False
Silver Shower,🚿,False
Titan Lily,🌸,False
Toilet Bowl,🚽,False
Smoky Sharktopus Mountain,🦈🦑🏔️,True
Banana Whale,🐋,False
Sos Wars,🌌,False
Mtn Dew Voltage,⚡️,False
Moleboarding,🏄‍♂️,False
Spermatattoo,💦,False
Muttonasaurus,🐑,False
Hairy Jesus,🐐,False
Sea Couscous,🌊,False
Superpen,🖊️,False
Chuck Tractorcorn,🌽,False
Tea-1000,🍵,False
Racist-rex,🐍,False
Fire Stoneder,🔥,False
Swimming Suit,👙,False
Fjord Wrecker,🌊,False
Rubber Ducky Tank,🦆🚀,False
Aircraft,✈️,False
Ice Cycle,🚴,False
Pool Noodle,🌊,False
Re-tea-bong,🍵,False
Tom Ferrari,🏎️,False
Mountain Stingray,🏔️🐡,False
Pixie Francis,🧚‍♀️,False
Dusty Sherry,🍷,False
Crawquake,🕷️🌊,True
Ghostboat,🚤,False
Mountain Zephyr,🏔️,False
Blue Cheese,🧀,False
Duck Jordan,🦆,False
Steampunk Frankenstorm,🌪️,False
Catfish Tornado,🐱🌪️,False
Marshmallow Monster,🍡,False
Paper Mummy,🧻,False
Poisonous Centaur,🐴,False
Singing Animals,🎤,False
Chia Swale,🌱,True
Abductor,👽,False
Empire Strikes Back,🌌,False
Robo-Djinn,🤖🧞‍♂,False
Re-tea-thermal,☕️,True
Hippopotamus Toast,🦛,False
Water Horse,🐎,False
Bee Mario,🐝,False
Werebread Inquisition,🍞🔍,True
Dadaverse,👨‍👩‍,False
Cheesecake Surfing,🏄‍♂️🍰,False
Angry,😠,False
Bubble Megalodon,🦈💭,False
Clanbot,🤖,False
SpongeVegas,🌊,False
Wakeboarding in Norway,🏄‍♂️,False
Muddy Blade,🗡️🌊🌿,False
Darth Swamp,🐊,False
Domino’s,🍕,False
Chef Trap,🍳,False
Panatela,🚬,False
Smoking Berserker,🚬,False
Santa Potamus,🎅🦛,False
Rainbow Jack,🌈,False
Coolie,🧢,False
"The Good, The Bad, and The Ugly",🤠,False
Duck And Spritzer,🦆🍹,True
420yak,🍁🐂,False
Drunk Tree,🌳,False
Pulland,🤔,True
New Delhi,🇮🇳,False
Dark Salsa,🌮,False
Cheesy Tree,🌳,False
Pickle Teapot,🥒🍵,False
Soupushi,🍜,False
Chickenway,🐔,False
Sodium Squid,🦑,False
Vampire Car,🧛‍♂️,False
Motocross Dogg,🏍️🐶,True
Salt Dragon,🐉,False
Dandelion Pearl Soup,🍲,False
Hotdog Detector,🌭,False
Pikaburger,🍔,False
Spicy Liberty,🌶️,False
Dab Rig,💨,False
Tarzan Sushi,🍣🌴,False
Robo-devil,👿,False
Periscopestorm,🌪️,False
Dwarf Fortress,🐍,False
Fire Dandelion House,🔥,True
Cherry Bomb,💣,False
Sushi Skateboard,🍣🛹,False
Tin Truck,🚛,False
Ewok Omelette,🍳,False
Tornadile,🌪️,False
Burger Bob,🍔,False
The Snowmen,☃️,False
Super Falcon,🦅,False
Paper Snake,🐍📄,False
Muddy Track,🚜🌧️,False
Ewok Driftwood,🪵,True
Stickyfie,🤔,False
Hexagon,⬢,False
Little Shop Of Jawas,🌌,False
Obamavolcano,🌋,False
Were-jack,🐺,False
Salt Wars,🧂,False
Iron Centaur,🐎,False
Pacific Shock,🌊,True
Mountain Pass,🏔️,False
Vape Sphinx,💨,False
Tea Vampire,🧛,False
Sycamore,🌳,False
Stoneray,🐬,False
Wet Empire,💦,False
Audrey Ivana,🌸,False
Gondorito,🏰,False
Dolly Thanos,🐑🔥,True
Eveline,👻,False
Loon,🦆,False
420chai,🍵,False
Space Cornbread,🚀🌽,False
Curdled,🍶,False
Delta Beer,🍺,False
Flash Shark,🦈⚡️,False
Sunflower Rick,🌻,False
Tornadomermaid,🌪️,False
Fishing Elephant,🐘🎣,False
Great Wall Of Doom,🏰,False
Heidi Tide,🌊,False
Cbm,📏,False
Crazy Ice Cube,🤪❄️,False
Aquatitanic,🌊,False
Citrus,🍋,False
Space Sapphire,🪐,False
Honey Dew,🍯,False
iHarpy,💩,False
Sharklock Holmes,🔍,False
Vape Train Station,🚉,True
Tony Hawk’s Pro Skater 2,🛹,False
Bubblegum Whale,🐳,False
Jewelry Rally,📿,False
Super Coughdrop,💊,False
Were-ogre,👹,False
Sandy Rogers,🤷‍♂️,False
Space Bean,🚀🌱,False
RPG,🎲,False
Moon Steak,🌕,False
Super Cannonball,💦,False
Super Europe,🇪🇺,False
Starhenge,🌌,False
Rummy,🃏,False
Plum Quixote,🍆,False
Battery Khan,🔋,False
Robophoenix,🤖,False
Great Wall Of Vapen,🤔,False
Sushi Landslide,🍣🏔️,False
Burnt Sundae,🍨,False
Ariel Kickstart,🧜‍♀️🚴,False
Sunicron,🌌,False
Salient,🚀,False
Codigator,🐟🐊,False
Venus Of Urbino With A Beer,🍺,True
Steampunk Singularity,⚙️🔮,False
Sandhound,🐾,False
Flat Yosemite,🏞️,False
Jelly Surfer,🍬,False
Alphabetank,🤖,True
Peatboarding,🏄‍♂️,False
Drain Car,🚗💧,False
Despair,😞,False
Tesla Serpent,🐍,False
Noise Pollution,🔊🚫,False
Tornado Gollum,🌪️,False
Popcorn Rocket,🍿🚀,False
Functor,🐘,False
Black Madonna,🕊️,False
Red Square,🇷🇺,False
Oil Nessie,🐟,False
Volcano Chicken,🌋🐔,False
Lucky Fish,🐟,False
Pea Star,🌟🌱,False
Elmer Fudd,🦆,False
World War 2,💣,False
Steampunk Pirate Clown Ship,🤡🚢,False
Crypt Station,🚀🔒,False
Fire-crow,🔥🦅,True
Peking Phoenix,🐲,False
Hawaiian Bong,🌺🍍🍁,False
Muddy Tourist,🏜️,False
Farejoint,🍽️,False
Blogweed,🌿,False
Snowjon,❄️,False
Retirement Tea,🍵,False
Fishing Station,🎣,False
Fish Thing,🐟👻,False
Frosé Tower,🍹,True
Flying Steam Truck,🚚✈️,False
Treehouse of Swords,🏠,False
Mangrove Helicopter,🚁,False
Hulak,🐸,False
Tromsø,🏔️,False
Dead Sparky,💀,False
Superantlion,🐜🦁,False
Mudquake,🌋,False
Michigan J. Frog,🐸,False
Dolly Ent,🎤,False
Leaf Surfer,🍃,False
Egg Sandwich,🥪,False
Mailfish,📪,False
Steampunk Wereboar,🐗,False
Asiatic Lily Shark,🦈,False
Zombie Bowl,🧟‍♂️,False
Cereal Aquaponics,🥣🐟,False
Pasta Thor,🍝⚡️,False
Netherite Lego Sword,🗡️,False
Fire Tractorboard,🔥🚜,False
Sandgnome,🏜️,False
Dewbrew,🍺,True
Tea Mermaid,🧜‍♀️,False
Muddy Aquarium,🐠,False
Seymour Sword,🗡️,False
Transformers: The Movie,💥,False
Corn Golem,🌽🧟‍♂,False
Flashing,⚡,False
Pigcada,🐷🦗,False
Bunnystar,🐰,False
Cinderquake,🌋,False
Amphibious Plane,🛩️🐸,False
Bogeyman,👻,False
Yaktrax,🥾,False
Fire Pea,🌶️,False
Melon Ball,🍉,False
Surfcerberus,🏄‍♂️,False
Alpha Zephyr,🚀,False
Smokey Teatime,🍵,True
Super Bubblegum,🍬,False
Genghis Pie,🍕,False
Rosebud Surfer,🌹🏄‍♂,False
Gold Party,🥂,False
Diamond Armor,💎,False
Super Earth,🌏,False
Sea Robot,🤖,False
Chai Wreck,🍵🚗,False
Forgun,🔫,False
Solar Druid,🌞,False
Rain Storm,⛈️,False
Snowmagedrunken,❄️🍺,False
Riceball,🍙,False
Sostratos,🤔,False
Bubble Tea Cake,🍵🎂,False
Kaleusa,🌿,False
Snow Hack,❄️,False
Ammonkrakken,🦑,False
Burnt Chai,🍵,False
Surfhouse,🏄,False
Breakfast Nook,🍳🍞🍴,False
Fire Satyr,🔥👹,False
Crash Dressing,💃,False
Hogwarts Man,🧙‍♂️,False
Hair Gel,💈,False
Moo-swa-pudding,🐄,True
Venus of Willendorf,🗿,False
Bob Sofa,🛋️,False
Nemo-rex,🐠,False
Sand Tsunami,🌊,False
Rocket Snakeboard,🚀🐍🛹,False
Ratatitan,🐀,False
Soda Piranha Plant,🥤🌱,False
Surf Rosary,🏄‍♂️,False
Re-tea-march,🍵,True
Christmas Tree Cake,🎂,False
Echomoredon,🤔,True
Snotopus,👻,False
Holy Choppopper,🔪,False
Steamboat Quetzalcoatl,🚢,False
Glass Slide,🎢,False
Snowfruit,🍧,False
Clognami,👞,False
Tennesseultra,🤔,True
Dill Zephyr,🥒,False
9/11car,🚗,False
Snotlion,👽,False
Teapot Fish,🐡,False
Superfruit,🍇,False
Snowreggae,❄️,False
Chai Family,👨‍👩‍,False
Helicroc,🚁,False
Rusty Wipeout,🏄‍♂️,False
Tantan,🌌,False
Boomami,💥👹,False
Feng Shuiberry,🍓,True
Peach Wiper,🍑🧻,True
Space Cider,🍺,False
Mountain Cleaner,🏔️🧹,False
Mt. Rushmore at Night,🌌,False
Nuclear Axe,⚛️🪓,False
Edgar Allan Poe,🕯️,False
Meatball Dragon,🍝🐲,False
Mountain Dew Pumpkin,🎃🍂🍁,False
Mace,🔨,False
Stoolnado,💩🌪️,False
Mossy Mouse,🐭🌿,False
Dust Weed Milk,🥛,True
Flying Swamp,🐊✈️,False
Foggy Vacation,🌫️,False
Whalequake,🐋🌊,False
Cloud Serpent,🐉,False
Acura,🚘,False
Snow Zombie,☃️,False
Cleaning Frog,🧹🐸,False
Muderfing,🤔,False
Steam Gorgon,🐉,False
LATILE,🗺️,False
Zoo-e,🦁,False
Panthor,🐈,False
Surf-man,🏄,False
Angel of Intrigue,🕵️‍♀️,False
Super Ramboat,🚤,True
Chocolate Milk Titan,🍫🥛👹,False
Chaiwala,🍵,False
Yang,💧,False
Gnome Captain,🧙‍♂️,False
Michael Pickle,🥒,False
Matcha Express,🍵,False
Soup Dumpling,🥟,False
Ent Falls,🌲,False
Surf Shrine,🏄‍♂️,False
Cloudtitanic,☁️,False
Trawler Of Fudge,🍫,False
Pickle Noodle,🥒🍜,False
Mount Naboo,⛰️🌌,False
Water Skiing Monster Truck,🚤🏄‍♂,False
Crop Titan,🌾,False
Noseware,👃,False
Steampunk Salmon Run,🦾🐟🏃,False
Pine Nut,🌰,False
Doctor Iron,🩺🦾,False
Werewhale Train,🐺🐋🚂,False
Holy Air Conditioner,❄️,True
Craycist,🦞,False
Geckosail,🦎⛵️,False
Groggy,😵,False
Osiris Sushi,🍣,False
Cornbaby,🌽,False
Stinky Lily,💩🌺,False
Remorse,😞,False
Paper Snow Buddha,❄️📜🧘,False
Nautilus Express,🚂,False
Zombie Shoe,👟,False
Damartian,👽,False
Dried Fruit,🍇,False
Sawphoenix,🦅,False
Pasta Nemo,🍝🐠,False
Empire State Flower Building,🌸🏢,False
Pterodactyl Roll,🦖🍣,False
Doom Pickle,🥒🔥,False
Coral Duck,🦆,False
Scamalot,💸🕵️‍♂,False
Holy Terrace,🙏,True
Sink Hole,🌋,False
Firecrackers,🎆,False
Flying Butter,🦋,False
Yogicodile,🧘‍♂️,False
Hula Duck,🦆,False
Drowned Cake,🍰🌊,False
Blow Up,💨,False
Steam Washing Machine,🧼,False
Butter Thing,🧈,False
Crystal Alps,❄️🏔️,True
Flying Crumb,🍪✈️,False
Jamaican Pork,🇯🇲🐖,False
Underpass,🚆,False
Belly Dance,💃,False
Steampunk Princess,👸,False
Green Chile,🌶️,False
Whopper Wall,🍔🧱,False
Snowpork,❄️🐷,False
Vulture Express,🦅🚂,False
Tank Town,🏗️,False
Andesaurus,🦕,False
Were-hurricane,🌪️,False
Werewurst,🐺,False
Potato Opera,🥔🎶,False
Super Ice Shark,🦈,False
Yeti Wine,🍷,False
Cognito,🕵️‍♂️,False
Super Sick Landslide,🤢,True
Stinky Soup,🍲,False
Wakanda,🐾👑,False
Shark Vader,🦈,False
Ice Cream Jetpack,🍦✈️,False
Dust Roomba,🤖🧹,False
Seatank,🛢️,False
Narwhal Express,🐳,False
Vape Lake,💨,False
Pineapple Dew,🍍🌫️,False
Moon Shell,🐚,False
Rusty Steam Rover,🚂,False
Ghost Flower,👻,False
Flat Peacock,🦚,False
Camping World,🏕️,False
Sun Valkyrie,☀️🗡️🛡,False
Pelican Dew,🦜🥤,False
Fingers,🤏,False
Steam Box,🎮,False
Mud Cyborg,🤖,True
Pottery Eater,🍲🍴,False
Mr. Potato Art Car,🥔🚗,False
Zephyr Shield,🛡️,True
Ironwood Crash,🌳🚗,False
Dandruid,🧙‍♂️,False
Surfing Truck,🏄,False
Flykraken,🐙,False
Ramses Sword,⚔️,False
Black Sheep,🐑,False
Smoked Polar Express,🚂,True
Owlstrich,🦉,False
Crabbe,🦀,False
Daffodil Wind Farm,🌼,True
Venus Of Mount Gay,🍸,True
Flying Sandtami,🪶,False
Coal Soup,🍲,False
Muddy Whale,🐳,False
Wrinkled Bull,🐂🧓,False
Werecoral,🦑,False
Flying Garbage Truck,🚛,False
Space Rave,🌌,False
Quasarphoenix,🚀,False
Dankworm,🐛,False
Glassalantir,🔮,True
Gobieski,🐟,True
Paleontology,🦖,False
Steam Dolly,🚂,False
Exhausted,😴,False
Red Rocky,🏜️,False
Pengdra Express,🚂,False
Fartrap,💨,False
Bogglider,🛩️,False
Monkey Wash,🐒🚿,False
Flying Tornapotamus,🦛✈️,True
Crayon Venus,🖍️,False
Mudslide Sushi,🍣,False
Hula-cross,🌺🏃‍♀️,False
Art Vandelay,🏢,False
Rocky Mountain Sand Dandelion,🌼,False
Prometheus Burger,🍔,False
Buddha Flower,🌺,False
Electric Carrot,⚡🥕,False
Lake Champlain Monster,🐊,False
Cryptofish,🐟,False
Electric Flag,⚡️🇺🇸,False
Igloo Mountain,🏔️❄️,False
Blogging,📝,False
Country Science,🧪,False
Saguarahkiin,🌵,False
Tortilla Soup,🌮,False
Banned,🚫,False
Puffin Wizard,🧙‍♂️,False
Steam Punk Lawn,🤖,False
Icarus Riding Hood,🧚‍♂️,True
Cartoonish,🎨,False
Owlfish,🦉,False
Monkey Stone,🐒,False
Mudrave,🐸,False
Spanish Idol,🎤🇪🇸,False
Ammolite Duck,🦆,True
Space Microwave,🚀🍽️,False
Chicago,🌆,False
Newfie Titan,🐶,True
Frozen Fries,🍟,False
Solar Firekraken,🔥🦑,True
Peeping Tiki,🗿,False
E,🅰️,False
Flat Lava Monster,🌋👹,False
Mole King,🐀,False
Werecathedral,🏰🐺,False
Sandwichium,🥪,False
Snowy Chicken,🐔❄️,False
Zoo Castle,🏰,False
King of the Hill,🏠,False
Cheesy Ant Hill,🧀🐜🏰,False
Hot Cut,🔥✂️,False
Surfing Martian,🏄‍♂️,False
Super Rust,🛠️,False
Snowcone Machine,🍧,False
Tank Cleaner,🧼,False
Mammoth King,🦣,False
Amore,💘,False
Zephyrnado,🌪️,False
Flying Pilgrim,✈️,True
Smoked Antnado,🚬,True
Dirty Venus,🌋,False
Dark Mountain Trap,🏔️🪤,False
Space Ray,🚀,False
Piecycle,🥧🚲,False
Fire Flower Pie,🍄🔥🥧,False
Glasserman,📚,False
Echozilla,🐳,False
Super Hephaestus,🌋,False
Rainbow Prison,🌈,False
Tiny Dog,🐶,False
Chia Venus,🌱,False
Werebike,🚲,False
Gumbot,🤖,False
Ice Nova,❄️,False
Raisin Pudding,🍮,False
T-1000 Shark,🦈🤖,False
Chong Li,🥊,False
Couscous Airplane,✈️,True
Piña Colada Bomb,🍹,False
Cyberborn,🤖,False
Pinball,🎱,False
Silver Monkey,🐒,False
Iron Crab,🦀,False
Sandwitch Storm,🌪️,False
Steampunk Emperor,👑,False
Seed Spitting,🍉💦,False
Gorgeous,🌈,False
Foggy Sodom,🌫️,True
Flamingo Troll,🦩🧚‍♀️,False
Ducksinthe,🦆,True
Robomummy Submarine,🤖🧟‍♂,False
Supercrayon,🖍️,False
Pickle Sparky,🥒✨,False
Basketnado,🏀🌪️,False
Cough Boat,🤧⛵️,False
Spermatozoid,💦,False
Space Noodle,🍜,False
Hot Enlightenment,🔥🧘‍♂️,False
Muddy Super Smurf,🔵,False
Mapletron,🍁🤖,False
Parking Fjord,🚗🏞️,False
Superman Ii,💥,False
Central Sundae,🍨,False
Dragon’s Breath,🐉,False
Sea Beef,🐮🌊,False
Skim Axe,🪓,False
Polar Synthesis,❄️,True
Jelly Prince,🍬,False
420warts,🍁🧙‍♂,False
Iron Checkmate,♟️,False
Fire Carrot Cake,🔥🥕🍰,False
Mechawere,🤖,False
Cowboy Jelly,🤠🍮,False
Steam Tent,💦,False
Flying Wasabi Burger,🍔,False
Frozen Fish,🐟,False
Soggy Mystery,🕵️‍♂️,False
Hot Spot,🌡️,False
Encyclopedia Express,📚,False
Soggy S’mores Sundae,🍫,False
Muddy Fenrir,🐾,False
Steam-glue,🔥,True
Time Shop Of Horrors,🕰️🛍️,False
Pizza Angel,🍕👼,False
Tractor-saurus,🚜,False
Mt. Smokefly,🌋,False
Bushweed,🌿,False
Apple Whale,🍎🐋,False
Hail Sushi,🍣,False
Glowing Dirt,🌟🌱🌎,False
Parvati,🌌,False
Fishstool,🐟💺,False
Chich,🐣,False
Dandelion Milk Titan,🌼🥛🦾,True
Rainbow Fireboard,🌈🔥,False
Shark Rabbi,🦈🕍,False
King Of The Moon,🌙,False
Olive Branch,🌿,False
Coral Rosary,🌺📿,False
Gargoyles,😈,False
Oslom,🇳🇴,False
Blowkarma,💨,False
Sharktopus Snowpocalypse,🦈,False
Flying Luau,🌺🌴🌈,False
Space Toast Tornado,🚀🍞🌪️,True
Were-waterfall,🌊,False
Were-sunflower,🌻,False
Montag,🔥,False
Cannelloni,🍝,False
Bedroom,🛏️,False
Audrey Iv + Phoenix,🌸,False
Duck Dog,🐥,False
Flying Helicopter,🚁,False
Supermom,👩‍👧‍,False
Peking Viking,🇨🇳🛡️,False
Eelonely,🚀,False
Drunkigator,🐊,False
Surfing Sundae,🍨,False
Couscousyrup,🤔,True
Chess Rocket,🧩,False
Prince Of The Amazon,🌴,False
Birthday Helicopter,🚁,False
Dandelion Island Wine,🍷,False
Mordred,🐉,False
Palm Ant,🐜,False
Mulled Steamleaf,🍵,True
Rain Garden,🌧️🌿,False
Canoe Cake,🛶,False
The Final Problem,🔪,False
Traffic Fairy,🚦🧚‍♀️,False
Great Wall Of Solaris,🏰,True
Polar Tractor,🚜❄️,False
Ice Cream Sandalstorm,🍦👡🌪️,False
Chinchilla,🦨,False
Party Time,🎉,False
Were-adam,🐺,False
Mountain Megalodon,🦈,False
Palm Leaf,🌴,False
Kongicorn,🦄,False
Lembas,🍞,False
Troll Train,🚂,False
Snow Ganges,❄️,False
Drowned Priest,🌊⛪️,False
Frosé Ship,⛵,True
Egg Drop,🥚,False
Flying Bob Ross,✈️🎨,False
Tin Lily,🌸,False
Sodalite,🔵,False
Polar Air,❄️,False
Dragon Taxi,🚕,False
Fake Mountain,🗻,False
Sea Cookie Star,🌊🍪⭐,False
Hedge Mary,🦔,True
Rockasaurus Rex,🦖,False
Super Snowplow,🚜❄️,False
Killerbee,🐝,False
Dustmaid,🧹,False
Ice Cream Forest,🍦,False
Blogthong,📝👙,False
Spongecoral,🌊,False
Chicken Punk,🐔,False
Carrot Sword,🥕,False
Peking Ogre,🇨🇳👹,False
Codflower,🌸,False
Seal Clubber,🐳,False
Baja Blast Wars,🥤,True
Rose Whale,🐳,False
George Strait,🎸,False
Chiacanine,🐶,True
Yakisoba Pan,🍢,False
Gopshark,🦈,False
Aurora Alarm,⏰,False
Pasta Salmon,🍝🐟,False
Tea Surf Punk,🍵🏄‍♂,False
Rose Compass,🌹🧭,False
CPU,💻,False
Mountain Dew Subway,🥤,False
Moonboat Express,🚢,False
Superbunny,🐰,False
Cod Jam,🐟🍓🎵,False
Snow Corn,🌨️,False
Bulk,📦,False
Were-cotton,🐺,False
Demon Fly Trap,🌱👹🪰,False
Crash Of The Titans,🐵,False
Mountain Dew Pumpkin Spice,🎃🏔️🍂,False
Nose Lake,👃🏞️,False
Dirty Cider,🍺🍎🍂,False
Iron Tree,🌳,False
Crab Canoe,🦀🛶,False
Finnish Tea Storm,🇫🇮🍵,False
Cushion,🛋️,False
Swanarkcano,🦢🌋,True
Ewok Snowlily,🐻‍❄️,False
Aasgaard,🏰,False
Dead Tank,💀,False
Duck Frosty,🦆❄️,False
Prince of Voltron,👑,False
Nuclear Wereplant,🌱💥🐺,False
Blognorth,📝🏔️,False
Björn,🐻,False
Were-sandalwood,🧟‍♂️,False
Pope-tini,🍸,False
Cleaning Antfly,🪰,True
Moon Dogg,🌙,False
Patrick’s Venus Mosquito Trap,🪰,False
Darth Hydrant,🌌,False
Feng Shui Master,🧘‍♀️,False
Prince of Sushi,🍣👑,False
Holy Communion,🍷,False
T-hanos,🌌,False
Faunland,🌲,False
Ammon City,🏙️,False
Glass Village,🏙️,False
Appalachian Salts,🧂,True
Burning Dam,🔥🌊,False
Dinnerlich,🍽️,False
Fascist,🚫,False
Snow Factory,❄️🏭,False
Mirage Station,🏜️,False
Darth Bader,😈,False
Formula Whale,🐳🏎️,False
Pickle Sandwitch,🥒,False
Gingerbread Truck,🍪🚚,False
Kumamon,🐻,False
Hippomelon,🍉🦛,False
Coughet,🤧,False
New Year Cake,🎂,False
Sandwitchbot,🥪🤖,False
Rainbow Cobra,🌈🐍,False
Supergollum,🐐,False
Subtropical,🌴,False
Hailwalk,❄️,False
Seahonda,🐟,False
Mushroom Gumbo,🍄,False
Snark,😒,False
Steam Survivor,🚂🏕️🔥,False
Super Gandalf,🧙‍♂️,False
Cyber Sharknado,🌪️,False
Dirtini Punch,🍹,True
Tripwire,🧗,False
Mars Tuberculosis,🪐,False
Mistral Trek,🏔️,True
