text,emoji,discovered
Goatcar,🐐🚗,False
Kalecar,🥬,False
Lightcar,🚗,False
Metrocar,🚇🚗,False
Muddy Spongecar,🧽🚗,False
Princecar,🤴🚗,False
Potatocar,🥔🚗,False
Snakecar,🐍🚗,False
Sponge Shuttle,🧽🚀,False
Skycar,🚀,False
Swancar,🚗🦢,False
Spongemobile,🚗🧽,False
Bananacar,🍌🚗,False
Spongebaby,🍦,False
Spongebjork,🧽👑,False
Spongeblimp,🧽,False
Blowcar,🚗,False
Spongecar Wash,🧽🚗,False
Chameleoncar,🦎🚗,False
Chicken Noodle Soupcar,🍲,False
Cloudcar,☁️🚗,False
Chocolate Spongecake,🍫🍰,False
Chili Spongecar,🌶️🧽🚗,True
Corncar,🌽🚗,False
Cucar,🦗,False
Sponge Buggy,🧽🚙,False
Electric Spongecar,⚡🧽🚗,False
Entcar,🚗,False
Pelicar,🎥,False
Spongetron,🌊,False
Trashcar,🗑️🚗,False
Goblincar,🚗👹,False
Google Spongecar,🚗,False
Herdcar,🐘,False
Honeymooncar,🚗,False
Ironcar,🚗,False
Jackcar,🚗,False
Holy Spongecar Wine,🍷,True
Sponge Kong,🌊,False
Lioncar,🦁🚗,False
Mansioncar,🏰,False
Sponge Mario,🧽,False
Spongemarriage,🧽💍,False
Maplecar,🍁🚗,False
Mecha Spongecar,🤖🧽🚗,False
Spongecart,🧽,False
Mega Spongecar,🚗,False
Mount Spongecar,🏔️,False
Parasponge,🧽,False
Peatmoss,🌿,False
SpongeRick,🧽,False
Pneumocar,🚗,False
Rice Paddycar,🌾,False
Rocky Mountain Spongecar,🏔️🧽🚗,True
Sandwitchcar,🥪,False
Seahorsecar,🐎🚗,False
Selfiecar,🤳🚗,False
Skeletoncar,💀🚗,False
Satyrcar,🚗,True
Shelleycar,🚗,False
Muddy Spring,🌧️,False
Space Spring,🚀🌸,False
Springstone,🌸,False
Time Spring,🌸,False
Dark Spring,🌑🌸,False
Death Fountain,💀⛲️,False
Google Spring,🌸,False
Iron Springs,⛰️,False
Mars Jumper,🚀,False
Springtini,🍸,False
Springfie,🌸,False
Nuclear Spring,🌸,False
Oil Spring,⛽️,False
Oktober,🍺🍂🎃,False
Peasprings,🌱,True
Peking Spring,🇨🇳,False
Pork Chop Spring Express,🍖,False
Smoky Mountain Spring Water,💧,False
Muddler,🔪,False
Flying Spritzer,✈️🍹,False
Light Spritzer,🍹,False
Spritzmarine,🛥️,False
Spritzer Station,🥤,False
Dandelion Spritzer,🌼🍹,False
Diamond Spritzer,💎🍹,False
Coral Spritzer,🍹,False
Venus Spritz Trap,🪰,False
Jet Spritzer,✈️💦,False
Hay Spritzer,🍹,False
Shattered Spritzer,🍹,False
Spritzerroller,🍹,False
Space Spritzer,🚀,False
Tea Spritzer,🍵🍹,False
Time Spritzer,⏳🍹,False
Salty Spritzer,🍹,False
Electric Spritzer,⚡️🍹,False
Fanboy and Spritzer,🍹,True
Flat Spritzer,🥤,False
Foggy Spritzer,🌫️🍹,True
Geothermal Spritzer,🌋🥤,True
Landing Spritz,🛬🍹,False
Muddy Spritzer,🍹,False
Lily Spritzer,🍹,True
Mud Spritzer,💩,False
Rainbow Sprite,🌈,False
Wolf Spritzer,🐺🍷,True
Sea Bree,🌊,False
Apple Spritzer,🍏🍹,False
Ant Spritzer,🐜,False
Sacrament,🍞,False
Atlas Spritzer,🍹,False
Barbecue Spritzer,🍖🍹,False
Bat Spritzer,🦇🍹,False
Battle Spritzer,🍹,True
Black Spritzer,🖤🍹,False
Splitzer,📸,False
Captain Spritzer,🍹👨‍✈,False
Cedar Springs,🌲,False
Coconut Spritzer,🥥,False
Cloudy Spritzer,🌥️🍹,True
Cough Spritzer,🍹,False
Crop Mister,🌾,True
Cursitzer,🤖,False
Dark Spritzer,🍷,False
Death Spritzer,💀🍹,False
Dragon Spritzer,🐲🍹,False
Ecospritz,🍹,True
Fjord Spritzer,🍹,True
Sprat Party,🎉,False
Garbage Spritzer,🗑️🥤,True
Gnome Spritzer,🍹,False
Glass of Spritzer,🥂,False
Hot Spritzer,🍹,False
Google Spritz,🔍,False
Honeyspritzer,🍯🍹,False
Gone With The Spritzer,🍹,True
Jack Sprat,🍴🍖🍴,False
Laser Spritzer,🔫🌟,False
Monkey Spritzer,🐒🍹,False
New York Seltzer,🥤,False
Mushroom Spritzer,🍄,True
Sprite Sword,⚔️,True
Pea Spritzer,🥗,True
Pickle Spritzer,🥒🥤,False
Polar Spritzer,🥶🍹,False
Pope Spritz,🍹,False
Poison Spritzer,☠️🍹,False
Puffy Spritzer,🍹,True
Rocky Mountain Spritzer,🏔️🍹,False
Salmon Spritz,🐟🍹,True
Santa Spritzer,🎅🍹,False
Finder,🔍,False
Smoky Spritzer,🍹,True
Sparker,🎇,False
Sabotage,💣,False
Venus Spy Trap,👽,False
Secret Soup,🍜,False
Fire Breathing Spy,🔥🕵️‍♂,False
Geothermal Spy,🕵️‍♂️,False
Sky Spy,🔭,False
Spyndae,👁️,False
Spyvape,🕵️‍♂️,False
Spyfly,🕵️‍♀,False
Spino,🦖,False
Chia Spy,🕵️‍♂️,False
Eco-Spy,🌿🔍,False
Pelican Spy,🕵️‍♂️,False
Fruit Spy,🍎🕵️‍,False
Gone With The Spy,🕵️‍♂️,False
Google Spy,🕵️,False
Undercover,🕵️,False
Holy Spy,🕵️‍♂️,False
Spybot,🤖,False
Mars Spy,🕵️‍♂️,False
Mecha Spy,🤖,False
Spy Cart,🕵️,False
Oktoberspy,🎃,False
Pea Spy,🕵️‍♂️,False
Paraspy,🕵️,False
Pickle Spy,🥒,False
Peaspy,🕵️‍♂️,False
Pop Tart Ninja,🍪,False
Rocky Spy,🏜️,False
Sandspy,🏜️,False
Sinkspy,🕵️‍♂️,False
Smoky Mountain Spy,🕵️‍♂️,False
Spy-ghetti,🕵️‍♀,False
Mountain Dew Live,🏔️🔴,False
Steam Stage,🎤,False
Trapeze,🤹,False
Flattened Stage,🎭,False
Flying Stage,🚀,False
Muddy Stage,🌧️,False
Mud Stage,🏞️,False
Apple Festival,🍎,False
Clean Stage,🧹,False
Stand-up,🎤,False
Electric Stage,⚡,False
Gone With The Play,🌪️,False
Google Play,📱,False
Ice Stage,❄️🎭,False
Lecture,📚,False
Freak,😱,False
Dog Show,🐕,False
Robocon,🤖,False
Ringmaster,🎪,False
Space Stage,🚀,False
Solar Stage,🌞,False
Drunken Jedi,🍺,False
Surf Wars,🏄‍♂️,False
Star Sub,🌟,False
Sun Wars,🌞,False
Vader Fly,👽,False
Star Tide,🌟,False
Star Wars: The Last Jedi,🌌,False
Fire Wars,🔥,False
Bread Wars,🍞⚔️,False
Pangea Wars,🌎,False
Rose Wars,🌹,False
Rice Wars,🍚,False
Smell Wars,👃🌌,False
Splash Wars,💦,False
Spore Wars,🍄,False
Star Truck,🚚,False
Star Wars: The Phantom Menace,🌌,False
Star Viking,🌌,False
Ammonite Wars,🦕,False
Train Wars,🚂,False
Doom Wars,🌌,False
Flat Wars,🌌,False
Star Wars Sushi,🍣,False
Google Wars,🌎,False
Star Inquisition,🌌,False
Metro Wars,🚇🔫,False
Milk Wars,🥛,False
Mississippi Wars,💥,False
Pineapple Trooper,🍍,False
Star Wars: Paradise Lost,🌌,False
Darth Raisin,🍇,False
Darth Ruby,🌟🗡️,False
Sodium Wars,🧂⚔️,False
Star Wars Flower,🌼🌟,False
Sundae Wars,🍨,False
Stoned Wars,🌌,False
Sweat Wars,💦,False
Smurf Wars,💙,False
Star Tempest,⭐🌩️,False
Star Tiamat,🌌,False
Star Twister,🌀,False
Star Wars Episode 1: The Phantom Menace,🌌,False
Windscreens,🚗🌬️,False
Star Valkyrie,⭐️🗡️,False
Star Whores,🌌,False
Zoo Wars,🐒,False
Alpha Wars,🌌,False
Ant Wars,🐜🔫,False
Ashoka Tano,🌌,False
Star Bahamut,🌌,False
Barbecue Wars,🍗🔥🏆,False
Star Wars: Episode III – Revenge of the Sith,🌌,False
Butter Wars,🧈,False
Cbsw,🤔,False
May the 4th Be With You,🌌,False
Carnival Wars,🎡,False
Church of the Jedi,🌌,False
Chess Wars,♟️,False
Admiral Ackbar,🐙,False
Chicken Noodle Soup Wars,🍜,False
Pink Darth Vader,👽,False
Squid Wars,🦑,False
Coffee Wars,☕️,False
May the Force be with you,🌌,False
Star Cruiser,🛸,False
Crayon Wars,🖍️🚀,False
Dandelion Soup Wars,🌼🍲⚔️,False
Dinner Wars,🍽️,False
Dandelight Wars,🌼,True
Duck Wars,🦆,False
Dusty Wars,💩,False
Frozen Wars,🌨️,False
Flying Roast Duck Wars,🦆🔥✈️,False
Gone With The Force,🌌,False
Godzilla vs. Star Wars,🌌,False
Stuck Wars,🚫🌌,False
Herd Wars,🐑,False
Episode 1,🐸,False
Heidi-Wan Kenobi,🌾👧🏼,False
Sith Bath,🛀,False
Rogue One,🌌,False
Water Wars,💦,False
Ice Tea Wars,🍵,False
Kaleid Wars,🎮,False
King Kong vs. Star Wars,🌌,False
Kratom Wars,🌿,False
Lawn Vader,🌲,False
Star Wars Launch Bay,🚀🌌,False
Lourdes Wars,🤖,False
Hawaiian Jedi,🌺,False
Jogging,🏃,False
Mario Wars,🍄,False
Kiss Solo,💋,False
Mist Wars,🌫️,False
Molehill Wars,🕳️🔫,False
Starquake,⭐🌋,False
Mosaic Wars,🎨🗡️,False
Mount Vespa,🌋,False
Mountain Dew Baja Blast Bottle,🍹,False
Mountain Dew Star Wars: The Last Jedi Special Edition,🥤,False
Mountain Dew Tea Wars,🍵,True
Muddy Train Wars,🚂💩🌌,False
Darth Nemo,🌌,False
Darth Mustard,🌟🗡️🧔,False
Noah Wan Kenobi,🐻,False
Paper Wars,📜,False
Peking Duck Wars,🦆,False
The Last Jedi,🌌,False
Peasoup Wars,🍵,False
Pizza Wars,🍕,False
Pigasus Wars,🐷,False
Pint Jar Jar,🍺🤖,False
Peasouper Wars,🧐,True
Pulp Wars,🍊🗡️,False
Jack-O-Mator,🎃,False
Star Wars: The Old Republic,🌌,False
Robocloud Wars,🤖☁️🗡️,False
Salacious Crumb,🐵,False
Saki Wars,🍶🗡️,False
Sandalstorm Wars,👡⚔️,False
Scotch Wars,🥃🗡️,False
Shelley Wars,📖🗡️,False
Sink Wars,🚰🗡️,False
Smoky Wars,🔥🌫️,False
Smaug Wars,🐉,False
Star Phoenix,🌟,False
Star Wars Fish,🐠,False
Space Whale Wars,🐋,False
Spaghetti Wars,🍝,False
Sprite Wars,🍹🗡️,False
Star Oasis,⭐️🏝️,False
Star Flower,⭐🌸,False
Tractor Whale,🐳,False
Drunk Whale,🐳,False
Bush Whacker,🌳🪓,False
Star House,🏠,False
Honey Whale,🐳,False
Star Kite,🌟🪁,False
Mummy Whale,🐳,False
Star Lotus,⭐️🌸,False
Star Locomotive,🚂,False
Star Ship,🛸,False
Star Axe,⭐🪓,False
Star Bubbles,⭐️🔵🔴,False
Star Dam,⭐🌊,False
Star Crystal,✨💎,False
Fence Whale,🐋,False
Star Genie,🧞‍♂️,False
Mushroom Whale,🍄,False
Star Balloon,⭐🎈,False
Star Lily,🌸,False
Star Ocean,🌌,False
Star Poseidon,🌊,False
Popcorn Whale,🍿🐋,False
Star Reef,⭐️🐠🌊,False
Star Shard,⭐,False
Star Spirit,⭐️👻,False
Star Toad,🐸⭐️,False
Bob Marley and the Whalers,🎶🌊🚣,False
Beef Star Whale,🐄🌟🐋,False
Star Rocket,🚀⭐️,False
Star Canoe,⛵️🌟,False
Star Chariot,🌌,False
Star Tea,⭐️🍵,False
Star Duck,🦆,False
Axe Whale,🪓🐋,True
Egg Whale,🐳,False
Starfish Whale,🐋🌟,False
Star Fountain,⭐🌊,False
Gnomish Star Whale,🐋,False
Goat Whale,🐐🐋,False
Star Head,⭐️,False
Star Home,🏠⭐️,False
Kaleid Whale,🐋,False
Star Metal,⭐️🔩,False
Star Joint,🌟,False
Star Flytrap,🌟🪰,False
Star Knight,🌟,False
Star Log,🌟,False
Star Hellhound,🌟🔥,True
Mead Whale,🐋,False
Mudwhale,🐳,False
Star Nautilus,🐚,False
Star Bread,🌟🍞,False
Mons,🌎,False
Star Pilot,🚀✨,False
Star Plantation,🌟🌱,False
Star Railroad,🚂⭐️,False
Star Road,🌌,False
Star Salad,🌟🥗,False
Star Pudding,⭐🍮,False
Rust Whale,🐋,False
Star Saint,⭐️,False
Star Shards,⭐,False
Star Shaman,🌟,False
Star Whale Statue,⭐🐋🗽,False
Star Sandal,⭐️👡,False
Star Signal,⭐️,False
Star Plant,🌟,False
Star Whale Robot,🌟🐋🤖,False
Stone Whale,🐳,False
Star Swan,🌌,False
Star Tomato,🍅⭐️,False
Star Zombie,🌟🧟‍♂,False
Star Whistle,🌟🎶,False
Star Alice,🌟,False
Star Baby,👶,False
Star Whale Cake,🍰,False
Star Blowhole,🌟💨🕳️,False
Star Bunny,🌟🐰,False
Star Burger,🍔,False
Barbecue Star Whale,🐋,True
Star Monster Truck,🌟🚚,False
Cb Whale,🐋,False
Chameleon Whale,🦎🐋,False
Cedar Whale,🌲🐋,False
Star Cathedral,⭐️🏰,False
Star Chia,⭐,False
Chip Whale,🐳,False
Chicken Of The Stars,🐔✨,False
Star Cognac,⭐🥃,True
Star Whale Soup,🐋🍲,False
Star Cruise,🛳️,False
Star Count,⭐,False
Star Island,🌟,False
Star Dandelion Soup,🌟,False
Star Druid,🌟🌳,False
Star Buggy,🚀,False
Star Submarine,🚀🌊,False
Star Fjord,🌟,False
Garbage Whale,🐋🗑️,False
Sticky Whale,🐋,False
Star Dandelion,⭐🌼,False
Star Gate,🌌,False
Star Gale,⭐🌬️,True
Gold Whale,🐳,False
Green Tea Whale,🍵🐋,False
Star Grinder,🌟🔪,False
Hair Whale,🐳,False
Star Heidi,⭐,False
Star Hippie,⭐️🌼,False
Star Whale Sundae,🐋🍨,False
Star Hoover,🌟🌀,False
Star Weed,⭐️🌿,False
Holland Whale,🐳,True
Star Hoop,⭐🏀,False
Ice Tea Whale,🍹🐳,False
Star Beer,🍺,False
Star Jail,⭐🔒,False
Jack Whale,🐋,False
Star Jetea,💫,False
Star Jordan,⭐🏀,False
Star Lava Lamp,🌟🌋,False
Star Luau,🌟🌺,False
Lobster Whale,🦞🐋,False
Margarita Whale,🍹🐳,False
Whale Meal,🐋🍽️,False
Star Martini,🍸,False
Star Mech,🤖⭐️,False
Mega Star Whale,🐋✨,False
Star Mine,⭐🌌,False
Mt. Everwhale,🗻🐋,False
Star Monk,⭐🧘‍♂️,False
Mr. Potato Whale,🥔🐋,False
Muddy Star Whale,🐋,False
New York Whale,🗽🐋,False
Star Naiad,🌟,False
Nuclear Whale,🐋,False
Star Nixie,⭐,True
Star Orchid,🌟,False
Star Pea,⭐️,True
Star Pod,🚀,False
Star Peasouper,🌟,True
Star Pixie,✨🧚‍♀️,False
Pop Tart Whale,🐋🍓,False
Star President,⭐️,False
Punch Whale,🐳,False
Star Tower,🌌,False
Star Judge,🌟,False
Star Riot,⭐️🔥,False
Star Roast,🌟🔥,False
Ringed Whale,🐋,True
Star Sos,⭐️,False
Star Safari,🌟🦁🌴,False
Star Scarecrow,🌟👻,False
Star Searcher,🌟,False
Star Sapphire,💍,False
Scotch Whale,🥃🐋,False
Shell Whale,🐚🐋,False
Star Shoe,🌟👟,False
Star Server,⭐🖥️,False
Star Shire,⭐🏰,False
Star Shower,🌟,False
Star Snapper,🌟🐢,False
Star Power,✨,False
Soda Pop Whale,🐳,False
Star Spritzer,✨,True
Star Wars: The Whale Awakens,🐳,False
Star Spy,🕵️‍♂️,False
Soggy Star Whale,🐋,True
Glowing Statue Of Liberty,🗽✨,False
Fire Steak,🍖,False
Holy Steak,🍖🙏,False
Salty Steak,🥩,False
Vaporized Steak,🥩,False
Well Done,🍗,False
Dandelion Steak,🌼,False
Dump Steak,🥩,False
Steak Dragon,🐉,False
Steak With Balsamic Vinegar Of Modena,🥩,False
Cedar Plank Steak,🥩,False
Chicken Fried Steak,🍗,False
Chili Steak,🌶️,False
Chocolate Steak,🍫🥩,False
Clockwork Steak,🕰️🥩,False
Clean Steak,🍖,False
Cloudy Steak,🥩,False
Cybersteak,🍖,False
Elon Steak,🥩,False
Flame Steak,🔥🥩,False
Frozen Steak,🥩,False
Google Steak,🥩,False
Cooked Steak,🥩,False
Spicy Steak,🥩,False
Hot Steak,🥩,False
Tea Steak,🍵🥩,False
Holy Dandelion Steak,🤯,True
Jeteak,🤔,False
Laser Steak,🥩🔫,False
Luke Steakwalker,🍖,False
Meatquake,🍖,False
Mega Steak,🍖,False
Mossy Steak,🥩,False
Zinfandel Steak,🥩,True
Mushroom Steak,🍄🥩,False
Pea Steak,🥩,False
Pickle Steak,🥒🥩,False
Meat Lover’s Pizza,🍕,False
RoboSteak,🤖🥩,False
Skisteak,🥩,False
Soggy Steak,🍖,False
Prickly Castle,🏰,False
Steam Lighthouse,🗼,False
Steam Statue,🗿,False
Quagmire Castle,🏰,False
Sauna Castle,🏰,False
Steam Space Station,🛰️,False
Smell Castle,🏰,False
Ariel's Castle,🏰,False
Aphrodite’s Castle,🏰,False
Fish Castle,🐠🏰,False
Reggae Castle,🏰,False
Chicken Legend,🐔,False
Steam Doom Castle,🏰,False
Emerald Castle,🏰,False
Fenghuang Castle,🏰,False
Hay Castle,🏰,False
Steam Lawn,🌱🌞,False
Mudweed Castle,🏰,False
Pigpen Castle,🏰,False
Potato Castle,🏰🥔,False
Ruby Castle,🏰,False
Steam Ruins,🌋,False
Steam Snowplow,❄️🚂,False
Steam Castle Robot,🤖,False
Antfly Castle,🏰,False
Baked Castle,🏰,False
Steam Castle In The Sky,🏰🌫️,False
Coffee Castle,☕🏰,False
Cobra Castle,🐍🏰,False
Dandylion Castle,🏰,False
Dinner Castle,🏰,False
Dandelion Soup Castle,🌼🍲🏰,True
Steam Roast Duck,🦆,False
Google Steam Castle,🏰,False
Hot Steam Castle,🏰🔥,False
Hot Springs Castle,🏯,False
Hot Dog Castle,🌭🏰,False
Lichen Castle,🏰,False
Steam Lawnvac,🍃,False
Mega Steam Castle,🏰,False
Steam Monastery,🏯,False
Moss Castle,🏰,False
Moonflower Castle,🏰,False
Rose Castle,🏰🌹,False
Muddy Sushi Castle,🍣🏰,False
Steamway,🚂,False
Mustard Castle,🏰🌭,False
Nemo’s Castle,🏰,False
Newfie Castle,🏰,True
Orca Castle,🏰🐋,False
Oil Castle,🏰,False
Oread Castle,🏰,False
Parting Castle,🏰,False
Nixie Castle,🏰,True
Pigasus Castle,🏰,False
Pigsty Castle,🏰,False
Poisonous Steam Castle,🏰💨🚫,False
Piña Colada Castle,🍹🏰,False
Pop Tart Castle,🏰,False
Princess Castle,🏰,False
Puff Castle,🏰,False
Raisin Bran Castle,🏰,True
Salsa Castle,🏰,False
Sandbot Castle,🏰,False
Sandalwood Castle,🏰,False
Sandwitch Castle,🏰,False
Sharkcano Castle,🦈🌋🏰,False
Steam Shire,🌾,False
Snowtrain Castle,🏰,False
Snowlily Castle,🏰,False
Snowglobe Castle,⛄🏰,False
Soda Pop Castle,🏰,True
Spaghetti Castle,🍝🏰,False
Fish Egg,🐠,False
Delta Egg,🔺🥚,False
Coral Egg,🐚🥚,False
Mummy Egg,🥚,False
Egg Surfer,🥚,False
Egg McMuffin,🍳,False
Egg Viking,🍳🗡️🛡,False
Asia Egg,🥚,False
Goose Egg,🥚,False
Jonah Egg,🥚,False
Hula Egg,🥚,False
Monkey Egg,🐵🥚,False
Muddy Wine Egg,🍷🥚,False
Pufferfish Egg,🐡🥚,False
Prince Egg,🥚,False
Rust Egg,🥚,False
Smoking Egg,🥚🚬,False
Stone Egg,🥚,False
Egg Tempest,🥚🌪️,False
Vape Egg,🥚,False
Antimatter Egg,🥚🚫,False
Ares Egg,🥚,False
Bjork Egg,🥚,False
Clean Egg,🥚,False
Chia Egg,🥚,False
Crayfish Egg,🦞🥚,False
Cthulhu Egg,🐣,False
Dusty Egg,🥚,False
Flying Steam Egg,🥚✈️,False
Steam Fjord,❄️,False
Flying Sand Egg,🪶🥚,False
Gollum Egg,🥚🧝‍♂,False
Googol Egg,🥚,True
Steam Juice Egg,🥚,False
Katrina Egg,🥚,True
Lego Egg,🥚🧱,False
Lobster Egg,🦞🥚,False
Mario Egg,🍄🥚,False
Mothman Egg,🦋🥚,False
Baja Blast Steam Egg,🤔,False
Mud Devil Egg,🥚,True
Mustard Egg,🍳,False
Nixie Egg,🥚,True
Mr. Steam Egg,🥚,True
Muddy Steam Egg,🥚,False
Peak Egg,🥚,False
Peacock Egg,🦚🥚,False
Pesto Egg,🍳🌿,False
Pixie Egg,🧚‍♀️🥚,False
Popocatepetl Egg,🌋🥚,False
Pope Benedict,💩,False
Egg Car,🥚🚗,False
Rock Tea Egg,🥚,True
Salmon Egg,🐟🥚,False
Ramses Egg,🥚,True
Steam Gem,💎,False
Shrimp Egg,🍤🥚,False
Snowpiercer Egg,🥚,False
Space Whale Egg,🐋🥚,False
Spaghetti Egg,🍝🥚,False
Sandstorm Lizard,🦎🌪️,False
Steam Lizard Surfer,🦎🏄‍♂,False
Steamboat Lizard,🐊,False
Stew Lizard,🦎,False
Gnome Lizard,🦎🧙‍♂,False
Hanglizard,🦎,False
Piranha Lizard,🦎🐟,False
Steam Rice Field,🌾,True
Sponge Lizard,🐊,False
Steam Lizard Punk,🦎,False
Absinthe Lizard,🦎,False
Steam Beanstalk,🌱,False
Cheshire Lizard,🦎,False
Colorado Lizard,🦎,True
Cottonseed Lizard,🦎,True
Dusty Lizard,🦎,False
Dustover Lizard,🦎,True
Madder Lizard,🦎,False
Maple Lizard,🍁🦎,False
Katrina and the Wave,🌊,False
Moonflower Lizard,🌙🦎,False
Steam Pigcasso,🐷🎨,False
Pineapple Lizard,🍍🦎,False
Pneumolizard,🦎,True
Poplar Lizard,🦎,True
Steam Reggae Lizard,🦎,True
Sandpunk Lizard,🦎,False
Shelley's Steam Lizard,🦎,True
Soggy Lizard,🦎,False
Soda Lizard,🥤🦎,False
Spanish Steam Lizard,🦎,True
Icelandic Steam Locomotive,🚂,False
Muddy Steam Locomotive,🚂🌧️🌫,False
Pudding Express,🍮,False
8404,💩,False
Choo-Choo-Cerberus,🚂🐕🐕,False
Choo-Choo-Zilla,🚂,False
Steam Sandwich,🥪,False
The Hobo,🚌,False
Mr. Steam Locomotive Head,🚂,False
Pie Locomotive,🥧🚂,False
Sea Steam Monster,🌊,False
Steam Astronaut,👨‍🚀,False
Birthday Monster,🎂,False
Carbon Monster,🌳👹,False
Hot Fudge Monster,🍫👹,False
Pigpen Monster,🐷,False
Rust Monster,🦀,False
Sink Monster,🚰👹,False
Tomato Monster,🍅👹,False
Steam Carnation,🌬️🌸,False
Chia Pet Monster,🌱👹,False
Steam Daffy,🦆,False
Cottonseed Monster,👹,True
Cupcake Monster,🍰,False
Heidi and the Steam Monster,🚂👹,False
Hot Steam Monster,🔥🌬️👹,False
King Kong vs. Steam Monster,👑,False
Kratom Monster,🌿👹,False
Baja Blast Monster,🥤,False
Muddy Steam Monster,🌫️👹,False
Steam Omelette,🍳,False
Orca Monster,🐋👹,False
Steam Pod,🔥🚂,False
Paper Mache Monster,🎭,False
Pesto Monster,🍃👹,False
Pepper Monster,🌶️👹,False
Pie Monster,🥧👹,False
Piggy Monster,🐷👹,False
Piña Colada Monster,🍍🥥👾,False
Pop Tart Monster,🍓🍞👹,False
Popocatemon,🌋,True
Rice Pudding Monster,🍚🍮👹,False
Raisin Bran Monster,🥣,True
Sandalwood Monster,👹,False
Ramses the Second,👑,False
Scotch Monster,🥃👹,False
Shrimp Monster,🦐,False
Steam Skull,🎃,False
Shelley's Frankenstein,🧟‍♂️,True
Obsidian Phoenix,🐤,False
Adobe Phoenix,🌋,False
Coral Phoenix,🐍,False
Titanic Phoenix,🔥,False
Beer Phoenix,🍺🔥,False
Clean Phoenix,🌇,False
Date Phoenix,🍸🌵🌅,False
High Phoenix,🦅🔥,False
Graffiti Phoenix,🦚🎨,False
Iceland Phoenix,🇮🇸🔥,False
Mushroom Phoenix,🍄🔥,False
Pop Phoenix,🐦🎤,False
Quagmire Phoenix,🐦,False
Saturn Phoenix,🌌,False
Smellphoenix,🐉,False
Water Phoenix,🐤,False
Art Phoenix,🌋,False
Ammonite Phoenix,🦕,False
Apple Pie Phoenix,🍎,False
Bubble Phoenix,🐦💭,False
Brewster,🍺,False
Doom Phoenix,🔥🦅,False
Fire Breathing Steam Phoenix,🐲🔥💨,False
Flying Steam Phoenix,🦅🚂💨,False
Goose Phoenix,🦢🔥,False
Hot Fudge Phoenix,🍫🔥🦅,False
Lost Phoenix,🔥🦅,False
Ninja Phoenix,🐉,False
Mudweed Phoenix,🌿,False
Rust Phoenix,🦚,False
Raisin Phoenix,🍇🔥,False
Sandwich Phoenix,🥪,False
Saint Phoenix,🐦🔥,False
Sky Phoenix,🐉,False
Soda Phoenix,🥤🔥,False
Smoking Phoenix,🔥,False
Tsunamic Phoenix,🌋,False
Ash Phoenix,🔥,False
Audrey Iii + Steam Phoenix,🌿🔥,False
Baked Phoenix,🔥,False
Carpathian Phoenix,🦅,False
Chess Phoenix,♕,False
Cherry Phoenix,🍒🔥,False
Cleaning Phoenix,🧹,False
Choopper Phoenix,🦊,False
Clogged Steam Phoenix,🚂,False
Confession Phoenix,🕊️🔥,False
Cotton Candy Phoenix,🍭🦄,False
Crayfish Phoenix,🦞🔥,False
Crispy Phoenix,🍗🔥🐦,False
Dandelion Roll Phoenix,🍣,False
Dinner Phoenix,🍴🔥,False
Easter Phoenix,🐇,False
Dustover Phoenix,🦅🔥,False
Dusty Phoenix,🌋,False
Evil Phoenix,🐤,False
Fault Phoenix,🔥,False
Eye of the Phoenix,🔥🦅,False
Duck And Cover Phoenix,🦆🔥,True
Fish Soup Phoenix,🐟🍲🔥,True
Steam Road,🛣️,False
Green Tea Phoenix,🍵,False
Hack Phoenix,💻,False
Hashish Phoenix,🔥,False
Hill Phoenix,🏔️🦅,False
Holy Steam Phoenix,🔥🦅,True
Hot Phoenix,🌵,False
Hot Sauce Phoenix,🔥,False
Hot Fudge Sundae Phoenix,🍨🔥🦅,False
Hot Water Phoenix,🔥🌊🦅,False
Holy Dandelion Wine Phoenix,🍷🔥,True
Iced Tea Phoenix,🍹,False
Jack Phoenix,🐇,False
Jetea Phoenix,🕊️,False
Kushinada,🌌,False
Kratom Phoenix,🌿,False
Lupus Phoenix,🐺🔥,False
March Phoenix,🔥,False
Steam Cannon Phoenix,🔥,False
Mayonnaise Phoenix,🔥,False
Mega Steam Phoenix,🔥,False
Mountain Dew Code Red Phoenix,🔴,False
Mountain High Phoenix,🏔️🔥,False
Mountain Dew Tea Phoenix,🍵,False
Rise,🌅,False
Mudway Phoenix,🦩,False
Oil Phoenix,🛢️🔥🦅,False
Orca Phoenix,🐋,False
Painted Phoenix,🐤,False
Orchid Phoenix,🌺🔥,False
Oslo Phoenix,🇳🇴,False
Parting Phoenix,🔥,False
Pepper Phoenix,🌶️,False
Pesto Phoenix,🍃🔥🦅,False
Pie-nix,🍕🔥,False
Pickleback Phoenix,🥒🔥,False
Pina Colada Phoenix,🍹🔥🐦,False
Pop Tart Phoenix,🍓🔥🐦,False
Poplar Phoenix,🌳,False
Reggae Phoenix,🎶,False
Rock Tea Phoenix,🦜🍵🔥,False
Sos Phoenix,🔥,False
Rocky Road Phoenix,🏜️🔥🐍,False
Salad Phoenix,🥗🔥,False
Salsa Phoenix,🌶️🔥🐦,False
Raisin Bran Phoenix,🥣🔥,True
Sandtrap Phoenix,🏜️🔥,False
Sapphire Phoenix,🔷🔥,False
Sandwitch Phoenix,🐦🥪,False
Sharkcano Phoenix,🦈🌋🔥,False
Shrimp Phoenix,🍤,False
Soggy Toast Phoenix,🍞🔥,False
